ITEM;CEST;NCM/SH;DESCRIÇÃO
110;1901100;37031010;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
110;1901100;37031029;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
110;1901100;37032000;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
110;1901100;37039010;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
110;1901100;37040000;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
110;1901100;48022000;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
120;1901200;48101390;Papel almaço
130;1901300;48169010;Papel hectográfico
140;1901400;39202019;Papel celofane e tipo celofane
150;1901500;48062000;Papel impermeável
160;1901600;48081000;Papel crepon
170;1901700;48102290;Papel fantasia
180;1901800;4809;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
180;1901800;4816;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
190;1901900;4817;Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência
200;1902000;48201000;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes
210;1902100;48202000;Cadernos
220;1902200;48203000;Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos
230;1902300;48204000;Formulários em blocos tipo "manifold", mesmo com folhas intercaladas de papel-carbono
240;1902400;48205000;Álbuns para amostras ou para coleções
250;1902500;48209000;Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão
260;1902600;49090000;Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)
270;1902700;96081000;Canetas esferográficas
280;1902800;96082000;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas
290;1902900;96083000;Canetas tinteiro
300;1903000;9608;Outras canetas; sortidos de canetas
310;1903100;480256;Papel cortado "cutsize" (tipo A3, A4, ofício I e II, carta e outros)
320;1903200;52105990;Papel camurça
330;1903300;76071190;Papel laminado e papel espelho
10;2000100;12119090;Henna (embalagens de conteúdo inferior ou igual a 200 g)
11;2000101;12119090;Henna (embalagens de conteúdo superior a 200 g)
20;2000200;27121000;Vaselina
30;2000300;28142000;Amoníaco em solução aquosa (amônia)
40;2000400;28470000;Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml
50;2000500;30067000;Lubrificação íntima
60;2000600;3301;Óleos essenciais (desterpenados ou não), incluídos os chamados "concretos" ou "absolutos"; resinóides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas portratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml
70;2000700;33030010;Perfumes (extratos)
80;2000800;33030020;Águas-de-colônia
90;2000900;33041000;Produtos de maquilagem para os lábios
100;2001000;33042010;Sombra, delineador, lápis para sobrancelhas e rímel
110;2001100;33042090;Outros produtos de maquilagem para os olhos
120;2001200;33043000;Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona
130;2001300;33049100;Pós, incluídos os compactos, para maquilagem
140;2001400;33049910;Cremes de beleza, cremes nutritivos e loções tônicas
150;2001500;33049990;Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antisolares
160;2001600;33049990;Preparações solares e antisolares
170;2001700;33051000;Xampus para o cabelo
180;2001800;33052000;Preparações para ondulação ou alisamento, permanentes, dos cabelos
190;2001900;33053000;Laquês para o cabelo
200;2002000;33059000;Outras preparações capilares, incluindo máscaras e finalizadores
210;2002100;33059000;Condicionadores
220;2002200;33059000;Tintura para o cabelo
230;2002300;33061000;Dentifrícios
240;2002400;33062000;Fios utilizados para limpar os espaços interdentais (fios dentais)
250;2002500;33069000;Outras preparações para higiene bucal ou dentária
260;2002600;33071000;Preparações para barbear (antes, durante ou após)
270;2002700;33072010;Desodorantes (desodorizantes) corporais líquidos
280;2002800;33072010;Antiperspirantes líquidos
290;2002900;33072090;Outros desodorantes (desodorizantes) corporais
300;2003000;33072090;Outros antiperspirantes
310;2003100;33073000;Sais perfumados e outras preparações para banhos
320;2003200;33079000;Outros produtos de perfumaria preparados
320;2003200;33079000;Outros produtos de perfumaria ou de toucador preparados
321;2003201;33079000;Outros produtos de toucador preparados
330;2003300;33079000;Soluções para lentes de contato ou para olhos artificiais
340;2003400;34011190;Sabões de toucador em barras, pedaços ou figuras moldados
350;2003500;34011900;Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados, inclusive lenços umedecidos
360;2003600;34012010;Sabões de toucador sob outras formas
370;2003700;34013000;Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
380;2003800;40149010;Bolsa para gelo ou para água quente
390;2003900;40149090;Chupetas e bicos para mamadeiras e para chupetas, de borracha
400;2004000;39249000;Chupetas e bicos para mamadeiras e para chupetas; de silicone
400;2004000;39269040;Chupetas e bicos para mamadeiras e para chupetas; de silicone
400;2004000;39269090;Chupetas e bicos para mamadeiras e para chupetas; de silicone
410;2004100;42021;Malas e maletas de toucador
420;2004200;48181000;Papel higiênico - folha simples
430;2004300;48181000;Papel higiênico - folha dupla e tripla
440;2004400;48182000;Lenços (incluídos os de maquilagem) e toalhas de mão
450;2004500;48182000;Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas
460;2004600;48183000;Toalhas e guardanapos de mesa
470;2004700;48189090;Toalhas de cozinha (papel toalha de uso doméstico)
480;2004800;96190000;Fraldas
490;2004900;96190000;Tampões higiênicos
500;2005000;96190000;Absorventes higiênicos externos
510;2005100;56012190;Hastes flexíveis (uso não medicinal)
520;2005200;56039290;Sutiã descartável, assemelhados e papel para depilação
530;2005300;82032090;Pinças para sobrancelhas
540;2005400;82141000;Espátulas (artigos de cutelaria)
550;2005500;82142000;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)
560;2005600;90251110;Termômetros, inclusive o digital
560;2005600;90251990;Termômetros, inclusive o digital
570;2005700;96032;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes
580;2005800;96032100;Escovas de dentes, incluídas as escovas para dentaduras
590;2005900;96033000;Pincéis para aplicação de produtos cosméticos
600;2006000;96050000;Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas
610;2006100;9615;Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes
620;2006200;96162000;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
630;2006300;39233000;Mamadeiras
630;2006300;39249000;Mamadeiras
630;2006300;39241000;Mamadeiras
630;2006300;40149090;Mamadeiras
630;2006300;70102000;Mamadeiras
640;2006400;82121020;Aparelhos e lâminas de barbear
640;2006400;82122010;Aparelhos e lâminas de barbear
10;2100100;73211100;Fogões de cozinha de uso doméstico e suas partes
10;2100100;73218100;Fogões de cozinha de uso doméstico e suas partes
10;2100100;73219000;Fogões de cozinha de uso doméstico e suas partes
20;2100200;84181000;Combinações de refrigeradores e congeladores ("freezers"), munidos de portas exteriores separadas
30;2100300;84182100;Refrigeradores do tipo doméstico, de compressão
40;2100400;84182900;Outros refrigeradores do tipo doméstico
50;2100500;84183000;Congeladores ("freezers") horizontais tipo arca, de capacidade não superior a 800 litros
60;2100600;84184000;Congeladores ("freezers") verticais tipo armário, de capacidade não superior a 900 litros
70;2100700;841850;Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio
80;2100800;8418699;Mini adega e similares
90;2100900;84186999;Máquinas para produção de gelo
100;2101000;84189900;Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 2100200, 2100300, 2100400, 2100500, 2100600, 2100700, 2100800, 2100900 e 2101300
100;2101000;84189900;Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos itens 20, 30, 40, 50, 60, 70, 80, 90 e 130
110;2101100;842112;Secadoras de roupa de uso doméstico
120;2101200;84211990;Outras secadoras de roupas e centrífugas de uso doméstico
130;2101300;84186931;Bebedouros refrigerados para água
140;2101400;84219;Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 2101100, 2101200 e 2109800
140;2101400;84219;Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos itens 110 e 120 e 980
150;2101500;84221100 84229010;Máquinas de lavar louça do tipo doméstico e suas partes
160;2101600;844331;Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede
170;2101700;844332;Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede
180;2101800;84439;Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442; e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si
190;2101900;84501100;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas
200;2102000;84501200;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado
210;2102100;84501900;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico
220;2102200;845020;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca
230;2102300;845090;Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico
240;2102400;84512100;Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca
250;2102500;84512990;Outras máquinas de secar de uso doméstico
260;2102600;845190;Partes de máquinas de secar de uso doméstico
270;2102700;84521000;Máquinas de costura de uso doméstico
280;2102800;847130;Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela
290;2102900;84714;Outras máquinas automáticas para processamento de dados
300;2103000;84715010;Unidades de processamento, de pequena capacidade, exceto as das subposições 847141 ou 847149, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída;baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 847170, podendo conter múltiplos conectores de expansão ("slots"), e valor FOB inferior ou igual a US$ 12500,00, por unidade
310;2103100;8471605;Unidades de entrada, exceto as classificadas no código 84716054
320;2103200;84716090;Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória
330;2103300;847170;Unidades de memória
340;2103400;847190;Outras máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições
350;2103500;847330;Partes e acessórios das máquinas da posição 8471
360;2103600;85043;Outros transformadores, exceto os classificados nos códigos 85043300 e 85043400
370;2103700;85044010;Carregadores de acumuladores
380;2103800;85044040;Equipamentos de alimentação ininterrupta de energia (UPS ou "no break")
390;2103900;85078000;Outros acumuladores
400;2104000;8508;Aspiradores
410;2104100;8509;Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes
420;2104200;85098010;Enceradeiras
430;2104300;85161000;Chaleiras elétricas
440;2104400;85164000;Ferros elétricos de passar
450;2104500;85165000;Fornos de microondas
460;2104600;85166000;Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis
470;2104700;85166000;Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis
480;2104800;85167100;Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras
490;2104900;85167200;Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras
500;2105000;851679;Outros aparelhos eletrotérmicos de uso doméstico
510;2105100;85169000;Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 8516, descritos nos CEST 2104300, 2104400, 2104500, 2104600, 2104700, 2104800, 2104900 e 2105000
510;2105100;85169000;Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 8516, descritos nos itens 430, 440, 450, 460, 470, 480, 490 e 500
520;2105200;85171100;Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio
530;2105300;8517123;Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 2105301
530;2105300;8517123;Telefones para redes celulares, exceto por satélite e os de uso automotivo
531;2105301;85171231;Telefones para redes celulares portáteis, exceto por satélite
540;2105400;851712;Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo
550;2105500;85171891;Outros aparelhos telefônicos não combinados com outros aparelhos
550;2105500;8517189;Outros aparelhos telefônicos
551;2105501;85171899;Outros aparelhos telefônicos
560;2105600;8517625;Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 85176251, 85176252 e 85176253
570;2105700;8518;Microfones e seus suportes; altofalantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofreqüência, aparelhos elétricos de amplificação de som; suas partes e acessórios; exceto os de uso automotivo
580;2105800;8519;Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo
580;2105800;8522;Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo
580;2105800;85271;Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo
590;2105900;85198190;Outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo
600;2106000;85219010;Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo
610;2106100;85219090;Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo
620;2106200;85235110;Cartões de memória ("memory cards")
630;2106300;85235200;Cartões inteligentes ("smart cards")
640;2106400;85235200;Cartões inteligentes ("sim cards")
650;2106500;8525802;Câmeras fotográficas digitais e câmeras de vídeo e suas partes
660;2106600;85279;Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518
670;2106700;85284929;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
670;2106700;85285920;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
670;2106700;852869;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
670;2106700;85284929;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
670;2106700;85285920;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
670;2106700;852869;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
670;2106700;85286100;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
671;2106701;85286100;Projetores dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 8471
680;2106800;85285120;Outros monitores dos tipos utilizados exclusiva ou principalmente com uma máquina automática para processamento de dados da posição 8471, policromáticos
690;2106900;85287;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos)
700;2107000;85287;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido)
710;2107100;85287;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma
720;2107200;85287;Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo
730;2107300;85287;Outros aparelhos receptores de televisão não relacionados nos CEST 2106900, 2107000, 2107100 e 2107200
730;2107300;85287;Outros aparelhos receptores de televisão não relacionados em outros itens deste anexo
740;2107400;900610;Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão
750;2107500;90064000;Câmeras fotográficas para filmes de revelação e copiagem instantâneas
760;2107600;90189050;Aparelhos de diatermia
770;2107700;90191000;Aparelhos de massagem
780;2107800;90328911;Reguladores de voltagem eletrônicos
790;2107900;95045000;Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 950430
800;2108000;8517621;Multiplexadores e concentradores
810;2108100;85176222;Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais
820;2108200;85176239;Outros aparelhos para comutação
830;2108300;8517624;Roteadores digitais, em redes com ou sem fio
840;2108400;85176262;Aparelhos emissores com receptor incorporado de sistema troncalizado ("trunking"), de tecnologia celular
850;2108500;8517629;Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento
860;2108600;85177021;Antenas próprias para telefones celulares portáteis, exceto as telescópicas
870;2108700;821490;Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes
870;2108700;8510;Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes
880;2108800;84145;Ventiladores, exceto os de uso agrícola
890;2108900;84145990;Ventiladores de uso agrícola
900;2109000;84146000;Coifas com dimensão horizontal máxima não superior a 120 cm
910;2109100;84149020;Partes de ventiladores ou coifas aspirantes
920;2109200;841510;Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente
920;2109200;84158;Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente
930;2109300;84151011;Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna
940;2109400;84151019;Aparelhos de ar-condicionado com capacidade inferior ou igual a 30000 frigorias/hora
950;2109500;84151090;Aparelhos de ar-condicionado com capacidade acima de 30000 frigorias/hora
960;2109600;84159010;Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30000 frigorias/hora
970;2109700;84159020;Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30000 frigorias/hora
980;2109800;84212100;Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 2109801
980;2109800;84212100;Aparelhos elétricos para filtrar ou depurar água
981;2109801;84212100;Outros aparelhos elétricos para filtrar ou depurar água
990;2109900;84243010;Lavadora de alta pressão e suas partes
990;2109900;84243090;Lavadora de alta pressão e suas partes
990;2109900;84249090;Lavadora de alta pressão e suas partes
1000;2110000;84672100;Furadeiras elétricas
1010;2110100;85162;Aparelhos elétricos para aquecimento de ambientes
1020;2110200;85163100;Secadores de cabelo
1030;2110300;85163200;Outros aparelhos para arranjos do cabelo
1040;2110400;8527;Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 85271, 85272 e 85279 que sejam de uso automotivo
1050;2110500;84796000;Climatizadores de ar
1060;2110600;84159090;Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente
1070;2110700;85258019;Câmeras de televisão e suas partes
1080;2110800;84231000;Balanças de uso doméstico
1090;2110900;8540;Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão)
1100;2111000;8517;Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 85176251, 85176252 e 85176253
1110;2111100;8517;Interfones, seus acessórios, tomadas e "plugs"
1120;2111200;8529;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo
1130;2111300;8531;Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 853110 e 85318000
1140;2111400;853110;Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo
1150;2111500;85318000;Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo
1160;2111600;853400;Circuitos impressos, exceto os de uso automotivo 
1170;2111700;85414011;Diodos emissores de luz (LED), exceto diodos "laser"
1170;2111700;85414021;Diodos emissores de luz (LED), exceto diodos "laser"
1170;2111700;85414022;Diodos emissores de luz (LED), exceto diodos "laser"
1180;2111800;85437092;Eletrificadores de cercas eletrônicos 
1190;2111900;90303;Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo
1200;2112000;903089;Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção
1210;2112100;910700;Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono
1220;2112200;9405;Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 2112300, 21124,00 e 2112500
1220;2112200;9405;Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições
1230;2112300;940510;Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública, e suas partes
1230;2112300;94059;Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública, e suas partes
1240;2112400;94052000;Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes
1240;2112400;94059;Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes
1250;2112500;940540;Outros aparelhos elétricos de iluminação e suas partes
1250;2112500;94059;Outros aparelhos elétricos de iluminação e suas partes
1260;2112600;85423190;Microprocessador
10;2200100;2309;Ração tipo “pet” para animais domésticos
10;2300100;210500;Sorvetes de qualquer espécie
20;2300200;1806;Preparados para fabricação de sorvete em máquina
20;2300200;1901;Preparados para fabricação de sorvete em máquina
20;2300200;2106;Preparados para fabricação de sorvete em máquina
10;2400100;3208;Tintas, vernizes
10;2400100;3209;Tintas, vernizes
10;2400100;321000;Tintas, vernizes
20;2400200;2821;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 32061119
20;2400200;32041700;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 32061119
